"code";"parent_code";"name";"accountType.technicalTypeSelect";"reconcileOk";"useForPartnerBalance";"isTaxAuthorizedOnMoveLine";"isTaxRequiredOnMoveLine";"company_code"
281;28;Amortissements des immobilisations corporelles;immobilisation;;;;;1
296;29;Provisions pour dépréciation des participations et créances rattachées à des participations;immobilisation;;;;;1
370;37;Stocks de marchandises;view;;;;;1
390;39;Provisions pour dépréciation des stocks et en-cours;view;;;;;1
397;39;Provisions pour dépréciation des stocks de marchandises;currentAsset;;;;;1
401;40;Fournisseurs;payable;;;;;1
403;40;Fournisseurs - Effets à payer;payable;true;true;;;1
408;40;Fournisseurs - Factures non parvenues;payable;true;true;;;1
409;40;Fournisseurs débiteurs;payable;;;;;1
411;41;Clients;receivable;;;;;1
413;41;Clients - Effets à recevoir;receivable;;;;;1
416;41;Clients douteux ou litigieux;receivable;true;true;;;1
418;41;Clients - Produits non encore facturés;receivable;true;true;;;1
419;41;Clients créditeurs;receivable;;;;;1
421;42;Personnel - Rémunérations dues;debt;;;;;1
425;42;Personnel - Avances et acomptes;receivable;true;true;;;1
427;42;Personnel - Oppositions;debt;true;true;;;1
428;42;Personnel - Charges à payer et produits à recevoir;debt;true;true;;;1
437;43;Autres organismes sociaux;debt;;;;;1
438;43;Organismes sociaux - Charges à payer et produits à recevoir;debt;;;;;1
442;44;État -Impôts et taxes recouvrables sur des tiers;tax;;;;;1
443;44;Opérations particulières avec l'État, les collectivités publiques, les organismes internationaux;tax;;;;;1
444;44;État - Impôts sur les bénéfices;tax;;;;;1
445;44;État - Taxes sur le chiffre d'affaires;tax;;;;;1
448;44;État - Charges à payer et produits à recevoir;tax;;;;;1
451;45;Groupe;receivable;;;;;1
455;45;Associés - Comptes courants;receivable;true;true;;;1
456;45;Associés - Opérations sur le capital;receivable;true;true;;;1
460;46;Débiteurs divers et créditeurs divers;view;;;;;1
461;46;461;view;;;;;1
467;46;Autres comptes débiteurs ou créditeurs;view;true;true;;;1
468;46;Divers - Charges à payer et produits à recevoir;receivable;;;;;1
470;47;Comptes transitoires ou d'attente;view;;;;;1
471;47;Comptes d'attente 1;receivable;;;;;1
481;48;Charges à répartir sur plusieurs exercices;receivable;;;;;1
486;48;Charges constatées d'avance;receivable;;;;;1
487;48;Produits constatés d'avance;debt;;;;;1
488;48;Comptes de répartition périodique des charges et des produits;view;;;;;1
491;49;Dépréciation des comptes de clients;debt;;;;;1
496;49;Dépréciations des comptes de débiteurs divers;receivable;;;;;1
500;50;Valeurs mobilières de placement;view;;;;;1
504;50;Autres titres conférant un droit de propriété;cash;;;;;1
508;50;Autres valeurs mobilières de placement et autres créances assimilées;cash;;;;;1
511;51;Valeurs à l'encaissement;cash;;;;;1
512;51;Banques;cash;;;;;1
513;51;513;view;;;;;1
514;51;Chèques postaux;cash;;;;;1
515;51;Caisses du Trésor et des établissements publics;cash;;;;;1
516;51;Sociétés de bourse;cash;;;;;1
518;51;Intérêts courus;cash;;;;;1
531;53;Caisse siège social;cash;;;;;1
580;58;Virements internes;view;;;;;1
590;59;Provisions pour dépréciation des comptes financiers;view;;;;;1
603;60;Variation des stocks (approvisionnements et marchandises);charge;;;true;true;1
604;60;Achats d'études et prestations de services;charge;;;true;true;1
606;60;Achats non stockés de matières et fournitures;charge;;;true;true;1
607;60;Achats de marchandises;charge;;;true;true;1
608;60;Frais accessoires incorporés aux achats;charge;;;true;true;1
609;60;Rabais, remises et ristournes obtenus sur achats;charge;;;true;true;1
611;61;Sous-traitance générale;charge;;;true;true;1
612;61;Redevances de crédit-bail;charge;;;true;true;1
613;61;Locations;charge;;;true;true;1
615;61;Entretien et réparations;charge;;;true;true;1
616;61;Primes d'assurance;charge;;;true;true;1
617;61;Études et recherches;charge;;;true;true;1
618;61;Divers;charge;;;true;true;1
621;62;Personnel extérieur à l'entreprise;charge;;;true;true;1
622;62;Rémunérations d'intermédiaires et honoraires;charge;;;true;true;1
623;62;Publicité, publications, relations publiques;charge;;;true;true;1
624;62;Transports de biens et transports collectifs du personnel;charge;;;true;true;1
625;62;Déplacements missions et réceptions;charge;;;true;true;1
626;62;Frais postaux et frais de télécommunications;charge;;;true;true;1
627;62;Services bancaires et assimilés;charge;;;true;true;1
628;62;Divers;charge;;;true;true;1
631;63;Impôts, taxes et versements assimilés sur rémunérations (administration des impôts);charge;;;true;true;1
633;63;Impôts, taxes et versements assimilés sur rémunérations (autres organismes);charge;;;true;true;1
635;63;Autres impôts, taxes et versements assimilés (administration des impôts);charge;;;true;true;1
637;63;Autres impôts, taxes et versements assimilés (autres organismes);charge;;;true;true;1
641;64;Rémunérations du personnel;charge;;;true;true;1
645;64;Charges de Sécurité sociale et de prévoyance;charge;;;true;true;1
647;64;Autres charges sociales;charge;;;true;true;1
648;64;Autres charges de personnel;charge;;;true;true;1
649;64;649;view;;;true;true;1
651;65;Redevances pour concessions, brevets, licences, marques, procédés, logiciels, droits et valeurs similaires;charge;;;true;true;1
654;65;Pertes sur créances irrécouvrables;charge;;;true;true;1
658;65;Charges diverses de gestion courante;charge;;;true;true;1
661;66;Charges d'intérêt;charge;;;true;true;1
665;66;Escomptes accordés;charge;;;true;true;1
666;66;Pertes de change;charge;;;true;true;1
671;67;Charges exceptionnelles sur opérations de gestion;charge;;;true;true;1
675;67;Valeurs comptables des éléments d'actif cédés;charge;;;true;true;1
678;67;Autres charges exceptionnelles;charge;;;true;true;1
681;68;Dotations aux amortissements, dépréciations et provisions - Charges d'exploitation, Amortisation, depreciation and provisions - Operating expenses;charge;;;true;true;1
686;68;Dotations aux amortissements, dépréciations et provisions - Charges financières;charge;;;true;true;1
687;68;Dotations aux amortissements, dépréciations et provisions - Charges exceptionnelles;charge;;;true;true;1
695;69;Impôts sur les bénéfices;charge;;;true;true;1
699;69;Produits, Reports en arrière des déficits;charge;;;true;true;1
701;70;Ventes de produits finis;income;;;true;true;1
702;70;Ventes de produits intermédiaires;income;;;true;true;1
703;70;Ventes de produits résiduels;income;;;true;true;1
704;70;Travaux;income;;;true;true;1
705;70;Études;income;;;true;true;1
706;70;Prestations de services;income;;;true;true;1
707;70;Ventes de marchandises;income;;;true;true;1
708;70;Produits des activités annexes;income;;;true;true;1
709;70;Rabais, remises et ristournes accordés par l'entreprise;income;;;true;true;1
740;74;Subventions d'exploitation;view;;;true;true;1
758;75;Produits divers de gestion courante;income;;;true;true;1
761;76;Produits de participations;income;;;true;true;1
762;76;Produits des autres immobilisations financières;income;;;true;true;1
764;76;Revenus des valeurs mobilières de placement;income;;;true;true;1
765;76;Escomptes obtenus;income;;;true;true;1
767;76;Produits nets sur cessions de valeurs mobilières de placement;income;;;true;true;1
768;76;Autres produits financiers;income;;;true;true;1
771;77;Produits exceptionnels sur opérations de gestion;income;;;true;true;1
772;77;Produits sur exercices antérieurs (en cours d'exercice seulement);income;;;true;true;1
775;77;Produits des cessions d'éléments d'actif;income;;;true;true;1
776;77;776;view;;;true;true;1
778;77;Autres produits exceptionnels;income;;;true;true;1
781;78;Reprises sur amortissements, dépréciations et provisions (à inscrire dans les produits d'exploitation);income;;;true;true;1
786;78;Reprises sur dépréciations et provisions (à inscrire dans les produits financiers);income;;;true;true;1
787;78;Reprises sur dépréciations et provisions (à inscrire dans les produits exceptionnels);income;;;true;true;1
791;79;Transferts de charges d'exploitation;income;;;true;true;1
1010;101;Capital;equity;;;;;1
1041;104;Primes d'émission;equity;;;;;1
1061;106;Réserve légale;equity;;;;;1
1068;106;Autres réserves;equity;;;;;1
1200;120;Résultat de l'exercice (bénéfice);equity;;;;;1
1290;129;Résultat de l'exercice (perte);equity;;;;;1
1511;151;Provisions pour litiges;provision;;;;;1
1530;153;Provisions pour pensions et obligations similaires;provision;;;;;1
1580;158;Autres provisions pour charges;provision;;;;;1
1582;158;1582;income;;;true;true;1
1585;158;1585;income;;;true;true;1
1640;164;Emprunts auprès des établissements de crédit;debt;;;;;1
1641;164;1641;income;;;true;true;1
1642;164;1642;income;;;true;true;1
1643;164;1643;income;;;true;true;1
1644;164;1644;income;;;true;true;1
1645;164;1645;income;;;true;true;1
1646;164;1646;income;;;true;true;1
1688;168;Intérêts courus;debt;;;;;1
2030;203;Frais de recherche et de développement;immobilisation;;;;;1
2050;205;Concessions et droits similaires, brevets, licences, marques, procédés, logiciels, droits et valeurs similaires;immobilisation;;;;;1
2051;205;2051;income;;;true;true;1
2135;213;Installations générales agencements aménagements des constructions (même ventilation que celle du compte 2131);immobilisation;;;;;1
2154;215;Matériel industriel;immobilisation;;;;;1
2181;218;Installations générales agencements aménagements divers;immobilisation;;;;;1
2182;218;Matériel de transport;immobilisation;;;;;1
2183;218;Matériel de bureau et matériel informatique;immobilisation;;;;;1
2184;218;Mobilier;immobilisation;;;;;1
2185;218;Cheptel;immobilisation;;;;;1
2388;238;Autres immobilisations corporelles;immobilisation;;;;;1
2610;261;Titres de participation;immobilisation;;;;;1
2670;267;Créances rattachées à des participations;immobilisation;;;;;1
2710;271;Titres immobilisés autres que les titres immobilisés de l'activité de portefeuille (droit de propriété);immobilisation;;;;;1
2711;271;Actions;immobilisation;;;;;1
2750;275;Dépôts et cautionnements versés;immobilisation;;;;;1
2803;280;Frais de recherche et de développement;immobilisation;;;;;1
2805;280;Concessions et droits similaires, brevets, licences, logiciels, droits et valeurs similaires;immobilisation;;;;;1
2810;281;Amortissements des immobilisations corporelles;immobilisation;;;;;1
2813;281;Constructions (même ventilation que celle du compte 213);immobilisation;;;;;1
2815;281;Installations matériel et outillage industriels (même ventilation que celle du compte 215);immobilisation;;;;;1
2818;281;Autres immobilisations corporelles (même ventilation que celle du compte 218);immobilisation;;;;;1
2961;296;Titres de participation;immobilisation;;;;;1
3700;370;3700;income;;;true;true;1
3900;390;3900;income;;;true;true;1
3970;397;Provisions pour dépréciation des stocks de marchandises;currentAsset;;;;;1
4010;401;COLLECTIF FOURNISSEURS;income;;;true;true;1
4030;403;COLLECTIF FOURNISSEURS;payable;true;true;;;1
4081;408;COLLECTIF FOURNISSEURS;payable;true;true;;;1
4091;409;COLLECTIF FOURNISSEURS;currentAsset;true;true;;;1
4097;409;Fournisseurs - Autres avoirs;currentAsset;true;true;;;1
4098;409;Rabais, remises, ristournes à obtenir et autres avoirs non encore reçus;currentAsset;true;true;;;1
4110;411;COLLECTIF CLIENTS;income;;;true;true;1
4113;411;COLLECTIF F. DE GARANTIE;income;;;true;true;1
4130;413;Clients - Effets à recevoir;receivable;;;;;1
4131;413;4131;income;;;true;true;1
4160;416;Clients douteux ou litigieux;receivable;true;true;;;1
4181;418;Clients - Factures à établir;receivable;true;true;;;1
4191;419;Clients - Avances et acomptes reçus sur commandes;debt;true;true;;;1
4197;419;Clients - Autres avoirs;debt;true;true;;;1
4198;419;Rabais, remises, ristournes à accorder et autres avoirs à établir;debt;true;true;;;1
4210;421;Personnel - Rémunérations dues;debt;;;;;1
4211;421;4211;income;;;true;true;1
4250;425;Personnel - Avances et acomptes;receivable;true;true;;;1
4270;427;Personnel - Oppositions;debt;true;true;;;1
4282;428;Dettes provisionnées pour congés à payer;debt;;;;;1
4286;428;Autres charges à payer;debt;;;;;1
4287;428;Produits à recevoir;receivable;;;;;1
4371;437;4371;income;;;true;true;1
4372;437;4372;income;;;true;true;1
4373;437;4373;income;;;true;true;1
4374;437;4374;income;;;true;true;1
4375;437;4375;income;;;true;true;1
4376;437;4376;income;;;true;true;1
4377;437;4377;income;;;true;true;1
4380;438;Organismes sociaux - Charges à payer et produits à recevoir;debt;;;;;1
4382;438;Charges sociales sur congés à payer;debt;;;;;1
4386;438;Autres charges à payer;debt;;;;;1
4387;438;Produits à recevoir;receivable;;;;;1
4421;442;4421;income;;;true;true;1
4430;443;Opérations particulières avec l'État, les collectivités publiques, les organismes internationaux;tax;;;;;1
4440;444;État - Impôts sur les bénéfices;tax;;;;;1
4455;445;Taxes sur le chiffre d'affaires à décaisser;tax;;;;;1
4456;445;Taxes sur le chiffre d'affaires déductibles;tax;;;;;1
4457;445;Taxes sur le chiffre d'affaires collectées par l'entreprise;tax;;;;;1
4458;445;Taxes sur le chiffre d'affaires à régulariser ou en attente;tax;;;;;1
4486;448;Charges à payer;tax;;;;;1
4487;448;Produits à recevoir;tax;;;;;1
4510;451;Groupe;receivable;;;;;1
4511;451;4511;income;;;true;true;1
4550;455;Associés - Comptes courants;receivable;true;true;;;1
4552;455;4552;income;;;true;true;1
4562;456;Apporteurs - Capital appelé, non versé;receivable;true;true;;;1
4563;456;Associés - Versements reçus sur augmentation de capital;receivable;true;true;;;1
4564;456;Associés - Versements anticipés;receivable;true;true;;;1
4600;460;4600;income;;;true;true;1
4610;461;4610;income;;;true;true;1
4611;461;4611;income;;;true;true;1
4612;461;4612;income;;;true;true;1
4614;461;4614;income;;;true;true;1
"467A";467;467A;income;;;true;true;1
"467B";467;467B;income;;;true;true;1
"467C";467;467C;income;;;true;true;1
"467D";467;467D;income;;;true;true;1
"467E";467;467E;income;;;true;true;1
"467F";467;467F;income;;;true;true;1
"467G";467;467G;income;;;true;true;1
"467H";467;467H;income;;;true;true;1
"467I";467;467I;income;;;true;true;1
"467J";467;467J;income;;;true;true;1
"467L";467;467L;income;;;true;true;1
"467M";467;467M;income;;;true;true;1
"467N";467;467N;income;;;true;true;1
"467O";467;467O;income;;;true;true;1
"467P";467;467P;income;;;true;true;1
"467R";467;467R;income;;;true;true;1
"467S";467;467S;income;;;true;true;1
"467T";467;467T;income;;;true;true;1
"467U";467;467U;income;;;true;true;1
"467V";467;467V;income;;;true;true;1
"467Y";467;467Y;income;;;true;true;1
4670;467;Autres comptes débiteurs ou créditeurs;view;true;true;;;1
4671;467;4671;income;;;true;true;1
4672;467;4672;income;;;true;true;1
4673;467;4673;income;;;true;true;1
4686;468;Charges à payer;debt;;;;;1
4687;468;Produits à recevoir;receivable;;;;;1
4701;470;4701;income;;;true;true;1
4710;471;Comptes d'attente 1;receivable;;;;;1
4818;481;4818;income;;;true;true;1
4860;486;Charges constatées d'avance;receivable;;;;;1
4870;487;Produits constatés d'avance;debt;;;;;1
4886;488;Charges;debt;;;;;1
4910;491;Dépréciation des comptes de clients;debt;;;;;1
4967;496;Autres comptes débiteurs;receivable;;;;;1
5000;500;5000;income;;;true;true;1
5040;504;Autres titres conférant un droit de propriété;cash;;;;;1
5080;508;Autres valeurs mobilières de placement et autres créances assimilées;cash;;;;;1
5081;508;Autres valeurs mobilières;cash;;;;;1
5110;511;Valeurs à l'encaissement;cash;;;;;1
5111;511;Coupons échus à l'encaissement;cash;;;;;1
5112;511;Chèques à encaisser;cash;;;;;1
5120;512;5120;income;;;true;true;1
5122;512;5122;income;;;true;true;1
5123;512;5123;income;;;true;true;1
5124;512;Comptes en devises;cash;;;;;1
5130;513;5130;income;;;true;true;1
5140;514;Chèques postaux;cash;;;;;1
5141;514;5141;income;;;true;true;1
5150;515;Caisses du Trésor et des établissements publics;cash;;;;;1
5151;515;5151;income;;;true;true;1
5160;516;Sociétés de bourse;cash;;;;;1
5186;518;5186;income;;;true;true;1
5187;518;5187;income;;;true;true;1
5310;531;Caisse siège social;cash;;;;;1
5800;580;5800;income;;;true;true;1
5900;590;Provisions pour dépréciation des valeurs mobilières de placement;cash;;;;;1
6031;603;Variation des stocks de matières premières (et fournitures);charge;;;true;true;1
6037;603;Variation des stocks de marchandises;charge;;;true;true;1
6040;604;Achats d'études et prestations de services;charge;;;true;true;1
6041;604;6041;income;;;true;true;1
6061;606;Fournitures non stockables (eau, énergie...);charge;;;true;true;1
6063;606;Fournitures d'entretien et de petit équipement;charge;;;true;true;1
6064;606;Fournitures administratives;charge;;;true;true;1
6068;606;Autres matières et fournitures;charge;;;true;true;1
6070;607;Achats de marchandises;charge;;;true;true;1
6071;607;Marchandise (ou groupe) A;charge;;;true;true;1
6072;607;Marchandise (ou groupe) B;charge;;;true;true;1
6073;607;6073;income;;;true;true;1
6075;607;6075;income;;;true;true;1
6080;608;Frais accessoires incorporés aux achats;charge;;;true;true;1
6090;609;Rabais, remises et ristournes obtenus sur achats;charge;;;true;true;1
6097;609;- de marchandises;charge;;;true;true;1
6099;609;6099;income;;;true;true;1
6110;611;Sous-traitance générale;charge;;;true;true;1
6111;611;6111;income;;;true;true;1
6121;612;6121;income;;;true;true;1
6122;612;Crédit-bail mobilier;charge;;;true;true;1
6132;613;Locations immobilières;charge;;;true;true;1
6135;613;Locations mobilières;charge;;;true;true;1
6152;615;- sur biens immobiliers;charge;;;true;true;1
6153;615;6153;income;;;true;true;1
6155;615;- sur biens mobiliers;charge;;;true;true;1
6156;615;Maintenance;charge;;;true;true;1
6160;616;Primes d'assurance;charge;;;true;true;1
6170;617;Études et recherches;charge;;;true;true;1
6171;617;6171;income;;;true;true;1
6172;617;6172;income;;;true;true;1
6173;617;6173;income;;;true;true;1
6174;617;6174;income;;;true;true;1
6175;617;6175;income;;;true;true;1
6176;617;6176;income;;;true;true;1
6181;618;Documentation générale;charge;;;true;true;1
6185;618;Frais de colloques, séminaires, conférences;charge;;;true;true;1
6211;621;Personnel intérimaire;charge;;;true;true;1
6212;621;6212;income;;;true;true;1
6222;622;Commissions et courtages sur ventes;charge;;;true;true;1
6226;622;Honoraires;charge;;;true;true;1
6227;622;Frais d'actes et de contentieux;charge;;;true;true;1
6228;622;Divers;charge;;;true;true;1
6233;623;Foires et expositions;charge;;;true;true;1
6234;623;Cadeaux à la clientèle;charge;;;true;true;1
6236;623;Catalogues et imprimés;charge;;;true;true;1
6237;623;Publications;charge;;;true;true;1
6238;623;Divers (pourboires, dons courants...);charge;;;true;true;1
6239;623;6239;income;;;true;true;1
6240;624;Transports de biens et transports collectifs du personnel;charge;;;true;true;1
6241;624;Transports sur achats;charge;;;true;true;1
6242;624;Transports sur ventes;charge;;;true;true;1
6248;624;Divers;charge;;;true;true;1
6249;624;6249;income;;;true;true;1
6251;625;Voyages et déplacements;charge;;;true;true;1
6255;625;Frais de déménagement;charge;;;true;true;1
6257;625;Réceptions;charge;;;true;true;1
6260;626;Frais postaux et frais de télécommunications;charge;;;true;true;1
6263;626;6263;income;;;true;true;1
6270;627;Services bancaires et assimilés;charge;;;true;true;1
6271;627;Frais sur titres (achat, vente, garde);charge;;;true;true;1
6272;627;Commissions et frais sur émission d'emprunts;charge;;;true;true;1
6281;628;Concours divers (cotisations...);charge;;;true;true;1
6282;628;6282;income;;;true;true;1
6283;628;6283;income;;;true;true;1
6312;631;Taxe d'apprentissage;charge;;;true;true;1
6313;631;Participation des employeurs à la formation professionnelle continue;charge;;;true;true;1
6314;631;Cotisation pour défaut d'investissement obligatoire dans la construction;charge;;;true;true;1
6333;633;Participation des employeurs à la formation professionnelle continue;charge;;;true;true;1
6334;633;Participation des employeurs à l'effort de construction;charge;;;true;true;1
6338;633;Autres;charge;;;true;true;1
6351;635;Impôts directs (sauf impôts sur les bénéfices);charge;;;true;true;1
6354;635;Droits d'enregistrement et de timbre;charge;;;true;true;1
6371;637;Contribution sociale de solidarité à la charge des sociétés;charge;;;true;true;1
6378;637;Taxes diverses;charge;;;true;true;1
6411;641;Salaires et appointements;charge;;;true;true;1
6412;641;Congés payés;charge;;;true;true;1
6413;641;Primes et gratifications;charge;;;true;true;1
6414;641;Indemnités et avantages divers;charge;;;true;true;1
6415;641;Supplément familial;charge;;;true;true;1
6451;645;Cotisations à l'URSSAF;charge;;;true;true;1
6452;645;Cotisations aux mutuelles;charge;;;true;true;1
6453;645;Cotisations aux caisses de retraites;charge;;;true;true;1
6454;645;Cotisations aux ASSEDIC;charge;;;true;true;1
6455;645;6455;income;;;true;true;1
6456;645;6456;income;;;true;true;1
6458;645;Cotisations aux autres organismes sociaux;charge;;;true;true;1
6471;647;Prestations directes;charge;;;true;true;1
6474;647;Versements aux autres oeuvres sociales;charge;;;true;true;1
6475;647;Médecine du travail pharmacie;charge;;;true;true;1
6480;648;Autres charges de personnel;charge;;;true;true;1
6482;648;6482;income;;;true;true;1
6490;649;6490;income;;;true;true;1
6510;651;Redevances pour concessions, brevets, licences, marques, procédés, logiciels, droits et valeurs similaires;charge;;;true;true;1
6540;654;Pertes sur créances irrécouvrables;charge;;;true;true;1
6541;654;Créances de l'exercice;charge;;;true;true;1
6580;658;Charges diverses de gestion courante;charge;;;true;true;1
6581;658;6581;income;;;true;true;1
6610;661;Charges d'intérêt;charge;;;true;true;1
6611;661;Intérêts des emprunts et dettes;charge;;;true;true;1
6612;661;6612;income;;;true;true;1
6615;661;Intérêts des comptes courants et des dépôts créditeurs;charge;;;true;true;1
6616;661;Intérêts bancaires et sur opérations de financement (escompte, ...);charge;;;true;true;1
6618;661;Intérêts des autres dettes;charge;;;true;true;1
6650;665;Escomptes accordés;charge;;;true;true;1
6660;666;Pertes de change;charge;;;true;true;1
6712;671;Pénalités, amendes fiscales et pénales;charge;;;true;true;1
6718;671;Autres charges exceptionnelles sur opération de gestion;charge;;;true;true;1
6750;675;Valeurs comptables des éléments d'actif cédés;charge;;;true;true;1
6752;675;Immobilisations corporelles;charge;;;true;true;1
6788;678;Charges exceptionnelles diverses;charge;;;true;true;1
6811;681;Dotations aux amortissements des immobilisations incorporelles et corporelles;charge;;;true;true;1
6812;681;Dotations aux amortissements des charges d'exploitation à répartir;charge;;;true;true;1
6815;681;Dotations aux provisions pour risques et charges d'exploitation;charge;;;true;true;1
6817;681;Dotations aux provisions pour dépréciation des actifs circulants;charge;;;true;true;1
6866;686;Dotations aux dépréciation des éléments financiers;charge;;;true;true;1
6871;687;Dotations aux amortissements exceptionnels des immobilisations;charge;;;true;true;1
6875;687;Dotations aux provisions exceptionnelles;charge;;;true;true;1
6950;695;Impôts sur les bénéfices;charge;;;true;true;1
6951;695;Impôts dus en France;charge;;;true;true;1
6995;699;6995;income;;;true;true;1
7010;701;Ventes de produits finis;income;;;true;true;1
7011;701;7011;income;;;true;true;1
7012;701;Produits finis (ou groupe) B;income;;;true;true;1
7019;701;7019;income;;;true;true;1
7020;702;Ventes de produits intermédiaires;income;;;true;true;1
7030;703;Ventes de produits résiduels;income;;;true;true;1
7040;704;Travaux;income;;;true;true;1
7049;704;7049;income;;;true;true;1
7050;705;Études;income;;;true;true;1
7059;705;7059;income;;;true;true;1
7060;706;Prestations de services;income;;;true;true;1
7061;706;7061;income;;;true;true;1
7062;706;7062;income;;;true;true;1
7063;706;7063;income;;;true;true;1
7067;706;7067;income;;;true;true;1
7069;706;7069;income;;;true;true;1
7070;707;Ventes de marchandises;income;;;true;true;1
7071;707;Marchandises (ou groupe) A;income;;;true;true;1
7072;707;Marchandises (ou groupe) B;income;;;true;true;1
7073;707;Marchandises à l'exportation;income;;;true;true;1
7079;707;7079;income;;;true;true;1
7083;708;Locations diverses;income;;;true;true;1
7085;708;Ports et frais accessoires facturés;income;;;true;true;1
7089;708;7089;income;;;true;true;1
7097;709;- sur ventes de marchandises;income;;;true;true;1
7099;709;7099;income;;;true;true;1
7400;740;7400;income;;;true;true;1
7580;758;Produits divers de gestion courante;income;;;true;true;1
7582;758;7582;income;;;true;true;1
7610;761;Produits de participations;income;;;true;true;1
7611;761;Revenus des titres de participation;income;;;true;true;1
7617;761;Revenus des créances rattachées à des participations;income;;;true;true;1
7621;762;Revenus des titres immobilisés;income;;;true;true;1
7640;764;Revenus des valeurs mobilières de placement;income;;;true;true;1
7650;765;Escomptes obtenus;income;;;true;true;1
7670;767;Produits nets sur cessions de valeurs mobilières de placement;income;;;true;true;1
7680;768;Autres produits financiers;income;;;true;true;1
7689;768;7689;income;;;true;true;1
7718;771;Autres produits exceptionnels sur opérations de gestion;income;;;true;true;1
7720;772;Produits sur exercices antérieurs (en cours d'exercice seulement);income;;;true;true;1
7750;775;Produits des cessions d'éléments d'actif;income;;;true;true;1
7760;776;7760;income;;;true;true;1
7788;778;Produits exceptionnels divers;income;;;true;true;1
7815;781;Reprises sur provisions d'exploitation;income;;;true;true;1
7817;781;Reprises sur dépréciations des actifs circulants;income;;;true;true;1
7865;786;Reprises sur provisions financiers;income;;;true;true;1
7875;787;Reprises sur provisions exceptionnelles;income;;;true;true;1
7910;791;Transferts de charges d'exploitation;income;;;true;true;1
101000;1010;CAPITAL SOCIAL;equity;;;;;1
104100;1041;PRIMES D'EMISSION;equity;;;;;1
106110;1061;RESERVE LEGALE;equity;;;;;1
106800;1068;RESERVE FACULTATIVE;equity;;;;;1
120000;1200;RESULTAT BENEFICIAIRE;equity;;;;;1
129000;1290;RESULTAT DEFICITAIRE;equity;;;;;1
151100;1511;PROVISION POUR RISQUE;provision;;;;;1
153000;1530;PROVISION FIN CARRIERE;provision;;;;;1
158000;1580;PROVISION POUR CHARGES;provision;;;;;1
158200;1582;AUTRES PROVISIONS;income;;;true;true;1
158500;1585;PREAVIS;income;;;true;true;1
164000;1640;EMPRUNT HSBC 2015;debt;;;;;1
164001;1640;CREDIT CATALOG 2013;debt;;;;;1
164002;1640;CREDIT CAT.HSBC 2015;debt;;;;;1
164003;1640;CREDIT CCF LOG 2005;debt;;;;;1
164004;1640;CREDIT CATALOG 2004;debt;;;;;1
164005;1640;AGENCEMENT LONRAI C A;debt;;;;;1
164006;1640;CREDIT CATALOG;debt;;;;;1
164007;1640;CREDIT CATALOG;debt;;;;;1
164008;1640;CREDIT AGENCEMENT;debt;;;;;1
164009;1640;HSBC PRET CAT.2016;debt;;;;;1
164010;1640;CREDIT CCF RESTUCTURATION;debt;;;;;1
164011;1640;CREDIT BFCC RESTRUCTURATION;debt;;;;;1
164012;1640;CREDIT SG RESTUCTURATION;debt;;;;;1
164013;1640;BUREAU LONRAI 2014;debt;;;;;1
164014;1640;HSBC CIL;debt;;;;;1
164015;1640;PRET HSBC CAT 2017;debt;;;;;1
164016;1640;PRET CAT.2018-2019;debt;;;;;1
164017;1640;PRET SG DOUCHETTES;debt;;;;;1
164018;1640;EMPRUNT CR 100000;debt;;;;;1
164019;1640;CF 164020;debt;;;;;1
164020;1640;CATALOGUE 2020-2021;debt;;;;;1
164021;1640;PRET BFCC PGE 1500000E;debt;;;;;1
164030;1640;BILLET ORDRE C AGRICOLE;debt;;;;;1
164031;1640;BILLET SOCIETE GENERALE;debt;;;;;1
164100;1641;EMP.BFCC CAT \(59166,67\);income;;;true;true;1
164200;1642;EMPRUNT CCF 980000F;income;;;true;true;1
164300;1643;CREDIT CCF 800000\(2001\);income;;;true;true;1
164400;1644;CREDIT CCF 107000;income;;;true;true;1
164500;1645;CREDIT TRES BFCC 300000,00;income;;;true;true;1
164501;1645;CREDIT BFCC MEZZANINE;income;;;true;true;1
164600;1646;CREDIT CCF 313000,00;income;;;true;true;1
164601;1646;CREDIT CCF 670000,00;income;;;true;true;1
168800;1688;INTERETS COURUS;debt;;;;;1
168840;1688;INTERETS COURUS;debt;;;;;1
203000;2030;FRAIS DE RECHERCHES;immobilisation;;;;;1
205000;2050;LOGICIEL ST DENIS;immobilisation;;;;;1
205100;2051;LOGICIEL ALENCON;income;;;true;true;1
213500;2135;AGENCEMENTS INSTALLATIONS;immobilisation;;;;;1
213501;2135;AGENCEMENT ALENCON;immobilisation;;;;;1
215400;2154;MATERIEL ET OUTILLAGE;immobilisation;;;;;1
215401;2154;MAT OUTI ALENCON;immobilisation;;;;;1
215402;2154;MAT OUT ALENCON 2;immobilisation;;;;;1
218100;2181;AGENCEMENT BURO LONRAI;immobilisation;;;;;1
218110;2181;AGENCEMENT ALENCON;immobilisation;;;;;1
218200;2182;MATERIEL DE TRANSPORT;immobilisation;;;;;1
218300;2183;MATERIEL INFORMATIQUE;immobilisation;;;;;1
218301;2183;MAT IMFORMA ALENCON;immobilisation;;;;;1
218400;2184;MOBILIER DE BUREAU;immobilisation;;;;;1
218401;2184;MOBILIER ALENCON;immobilisation;;;;;1
218500;2185;LOGICIELS;immobilisation;;;;;1
218501;2185;LOGICIEL ALENCON;immobilisation;;;;;1
